listing_id,reviewer_id,rating
19793754,1332009,5
19793754,192632040,3
19793754,187740497,5
19793754,152113610,5
19793754,47539597,5
19793754,149359963,5
19793754,45406124,5
19793754,35136480,5
19793754,163811219,5
19793754,49463976,5
19793754,141445946,5
22173341,102547343,5
22173341,4189399,3
22173341,131869381,4
22173341,10800868,5
22173341,31801488,4
22173341,167278613,4
30955261,85784065,5
27923728,190941930,5
21430621,9616286,5
36531201,36508418,0
36531201,209857313,0
31612653,34812758,0
31612653,235398997,0
23026947,15026538,5
41025865,150358953,2
41025865,220117307,3
22519936,166733683,5
22519936,299275242,5
22519936,297288530,5
22519936,151035519,5
22519936,167332883,5
20260900,58019563,5
30188674,105897922,5
20056300,40732288,5
20056300,110369867,5
20056300,19610893,5
20056300,181682276,4
20056300,50298726,5
20056300,132542982,5
20056300,203656650,5
20056300,203656650,5
20056300,67584863,5
20056300,63195843,5
20056300,13656203,5
20056300,2815398,5
20056300,192947407,5
20056300,26621083,5
20056300,20187437,5
20056300,118017372,4
20056300,148498798,5
20056300,203656650,5
20056300,171961664,5
20056300,114285649,5
20056300,72418410,5
16384696,55510812,5
16384696,165970923,5
16384696,4281854,5
16384696,148590434,4
16384696,108200244,5
16384696,288548216,1
16384696,81757407,5
16384696,98898371,5
16384696,82769601,5
30244027,129584624,5
30244027,90375893,5
30244027,79792080,5
20608161,34068751,5
20608161,54228102,5
20608161,64435358,5
20608161,30320143,4
20608161,92753650,5
20608161,13323410,5
20608161,78080488,5
20608161,271794117,5
20608161,40735640,5
20608161,231011067,5
20608161,63057022,5
20608161,187061163,5
20608161,190675598,5
20608161,30939060,5
20608161,129514680,5
20608161,33859840,5
20608161,135120900,5
20608161,170143132,5
20608161,18324680,5
20608161,14500632,5
20608161,6013208,5
20608161,55755353,3
20608161,3028920,5
20608161,67746187,5
20608161,64140593,5
20608161,196123425,5
20608161,131994574,5
20608161,67120450,5
20608161,178757027,5
20608161,6364045,5
20608161,111484469,5
20608161,75333148,5
20608161,51717230,5
20608161,66839842,5
20608161,207686782,5
20608161,72011928,3
20608161,162215641,5
20608161,157364795,5
20608161,190910810,5
20608161,58843568,5
20608161,58843568,5
20671216,174710322,5
20671216,152181240,4
30774881,85775388,5
30774881,299170669,5
30774881,79377505,5
30774881,46563171,5
30774881,299304111,5
30774881,33399347,5
30774881,41024551,5
30774881,238908234,5
30774881,236901291,5
30774881,63423658,5
30774881,19275616,4
24416260,9902415,5
24416260,139532849,5
24416260,65563057,5
24416260,50503672,5
24416260,61929890,5
24416260,12786879,5
24416260,76085765,5
24416260,190586008,5
24416260,30311444,5
24416260,186182192,5
24416260,228543076,5
24416260,272729948,5
24416260,51044321,5
24416260,92226516,5
24416260,216867782,5
24416260,63423658,5
4856591,33407649,5
4856591,30293184,5
4856591,125076879,5
4856591,131874008,5
4856591,105576923,5
4856591,4197990,5
4856591,56000481,4
4856591,13656845,5
4856591,15545199,4
4856591,595752,4
4856591,27349285,5
4856591,18436283,5
4856591,20711217,5
4856591,37960625,5
4856591,120135573,4
4856591,50652459,4
4856591,30624270,5
18332474,295643566,4
18332474,18086605,5
18332474,125958431,5
36692202,136792657,5
17780321,84246593,5
17780321,13287066,5
17780321,131914532,5
17780321,107051712,5
17780321,70109563,5
17780321,62567762,5
17780321,64605694,5
17780321,62368272,5
17780321,152519732,5
17780321,103161880,5
17780321,135505380,5
17780321,4440363,5
17780321,128046910,5
17780321,127340941,5
17780321,2863720,5
17780321,13577862,5
17780321,9022269,5
17780321,146848799,4
17780321,145141425,5
17780321,52239178,5
17780321,48199708,4
17780321,42569129,5
17780321,132212172,5
17780321,107619762,5
17780321,135315297,5
17780321,131862749,5
17780321,132175308,5
17780321,74530931,5
17780321,7187936,4
17780321,188516626,4
17780321,113471666,5
17780321,241968193,5
17780321,178764261,5
17780321,29841078,5
17780321,159032120,5
17780321,25238494,4
17780321,141100136,5
17780321,170490650,5
17780321,150130671,5
17780321,89791984,5
17780321,57438238,5
17780321,53358805,5
17780321,33176015,5
17780321,22719473,5
17780321,34730234,5
17780321,35136480,5
17780321,117222686,5
17780321,147126293,4
17780321,81184207,5
17780321,151711019,5
17780321,93679787,5
17780321,152535550,5
17780321,103145831,5
17780321,122914708,5
17780321,134031140,4
18119935,204288,5
18119935,134264961,5
18119935,134259092,5
18119935,57242003,5
18119935,5044088,5
18119935,134638780,5
18119935,53626984,5
18119935,53626984,5
18119935,16314974,5
18119935,71577059,5
18119935,1647177,5
18119935,47526207,5
40968620,310623758,5
24108165,16889552,3
17685015,2565301,5
17685015,55209514,5
17685015,129354400,5
29108754,172591278,0
30967633,60004970,5
30967633,162340481,5
30967633,30250338,5
30967633,295016719,5
30967633,203883193,5
30967633,249839600,5
25389712,118104364,5
25389712,48840035,0
25389712,70590112,5
22778007,113963714,4
31418853,16897171,5
35388439,283065673,5
31543400,7760409,4
31543400,160920794,5
41098253,147537127,1
26720893,48382130,0
27733383,33457779,2
39197536,72813280,5
39197536,199621197,5
31626863,7251420,3
36364412,274644823,4
36364412,107572727,4
25632643,13656203,5
22312260,59579277,1
34324886,175636825,5
22972263,66840514,5
42575906,158914597,5
37900613,16645123,5
27412573,115883193,5
35092088,31586069,5
35092088,260741067,4
35092088,139384682,5
35092088,17523524,5
35092088,20962573,5
35092088,30776730,5
35092088,93852708,5
35092088,234064711,5
35092088,17435044,5
35092088,177467644,5
35092088,241596331,4
35092088,6495468,5
35092088,195754433,5
35092088,267505442,5
35092088,58180318,5
35092088,29677620,5
35092088,312194095,4
35092088,21312215,5
35092088,270818362,5
35092088,283552589,5
35092088,298937781,5
35092088,92750963,5
35092088,293923173,3
35092088,290650667,5
35092088,287032763,5
35092088,117567582,5
35092088,246930005,4
35092088,93464938,4
35092088,270468436,5
35092088,236411208,5
39878753,117897619,5
35269977,152660074,5
40775012,344639726,5
40775012,21289593,5
40775012,168716318,5
40775012,165054474,5
40775012,99433377,5
5652447,184917664,5
5652447,308098774,4
5652447,111145719,5
5652447,164921185,5
5652447,232909280,4
5652447,105515902,5
5652447,247986381,5
5652447,192200145,2
5652447,68157783,5
5652447,4386882,5
5652447,14030652,5
5652447,55966696,5
5652447,44837290,5
5652447,44828568,5
5652447,307153931,5
5652447,144204010,5
5652447,290502490,5
5652447,290250572,5
5652447,36267878,5
5652447,265154384,5
5652447,217876854,5
5652447,23196704,5
5652447,270606767,4
5652447,256185431,5
5652447,213578418,5
5652447,103318826,5
5652447,94637623,5
5652447,247773875,5
5652447,196947179,4
5652447,12127083,5
5652447,12127083,5
5652447,193109661,5
5652447,23284214,5
5652447,192166854,4
5652447,183290487,5
38473337,33071809,5
39885842,3421890,4
39885842,11227976,5
20256905,3240438,4
20256905,45734868,5
20256905,227510681,5
20256905,182606681,5
20256905,35598979,4
20256905,22799794,5
20256905,190103916,5
20256905,189635001,5
20256905,106855473,5
20256905,42665867,5
28502164,18290414,5
28502164,91854963,5
28502164,74517708,5
28502164,100739004,5
28502164,151761504,5
28502164,131763917,5
28502164,243798886,5
28502164,23636090,5
28502164,183117275,5
28502164,70469792,5
40473550,304022810,5
40473550,19725582,3
40473550,315541355,5
20261779,42665085,4
20261779,46931863,5
20261779,155116152,5
20261779,150933936,5
20261779,14604713,5
20261779,149157891,2
28353458,15565453,5
28353458,10262200,5
28353458,22152718,5
28353458,11517077,5
28353458,14346916,5
28353458,236917233,5
28353458,59278911,4
28353458,3777615,5
28353458,17418711,5
28353458,5128876,5
28353458,20348982,4
28353458,8227285,5
28353458,15596155,5
28353458,73687225,5
28353458,30222475,5
39286295,154637944,5
39286295,170143123,5
39286295,140595568,5
39286295,68933066,1
39286295,218615394,5
39286295,308900268,5
39286295,303984399,5
39286295,23592000,5
39286295,298245939,5
39286295,140338189,5
39286295,261551515,5
35198505,155262582,5
35198505,325529336,5
32032255,249147013,5
32032255,250505145,5
32032255,36220683,5
37221841,23391508,5
37221841,123397714,5
37221841,34322343,5
37221841,8180237,5
37221841,109571130,5
37221841,2105495,5
37402790,279938602,0
37402790,220134642,3
37402790,10959345,4
37402790,287238310,0
37402790,182583220,5
38493308,11419155,5
38493308,14284095,4
39475712,51334677,5
39475712,186068303,5
39475712,8345360,5
39475712,253683833,5
39475712,96219661,5
39475712,233737896,5
39475712,243570902,5
39475712,21358493,5
39475712,51648530,5
39475712,43749658,5
39475712,166679611,5
39475712,304657697,5
39475712,114100552,5
31968681,12433356,5
31968681,50078974,5
31968681,69440221,5
31968681,35485701,5
31968681,13396287,5
31968681,46430483,5
31968681,66518972,5
31968681,91786614,5
31968681,36505059,5
31968681,320199190,5
31968681,241175103,4
31968681,304827192,5
31968681,257821241,5
31968681,159425610,5
31968681,241631767,5
21716619,68561000,5
21716619,64754921,5
21716619,269200065,5
21716619,266759660,5
21716619,31139001,5
36512522,117613977,5
36512522,279169883,5
36512522,311758534,5
22743544,181998841,5
38431014,109959,4
38431014,35032446,5
38431014,325529336,5
38431014,50244638,4
38431014,6417991,4
38431014,6704966,5
38431014,146033840,5
38431014,6249937,5
38431014,65520194,5
38431014,35969611,5
38431014,276483321,3
38431014,134012906,5
38431014,254524683,5
38431014,267527268,5
38431014,183481135,5
18798676,49129606,5
18798676,22025517,5
18798676,50504178,5
28996271,162373665,4
37590814,332090634,5
37590814,21987640,5
37590814,302918540,5
37590814,18767113,5
37590814,239114297,5
37590814,80102491,5
37590814,302522179,5
37590814,5054012,5
37590814,17241251,5
37590814,46021644,5
37590814,56260628,5
37590814,34785900,5
37590814,64849448,5
37590814,12799571,3
37590814,5338057,5
37590814,93312418,5
37590814,265824741,5
37590814,304024433,5
37590814,230466636,5
37590814,83997622,5
37590814,287238310,4
37590814,37747912,3
33081371,80081002,4
33081371,50344171,5
33081371,13768892,5
33081371,22387196,5
33081371,113980262,5
33081371,280665071,5
33081371,61241392,5
33081371,245060559,4
33081371,106856393,4
33081371,176271469,4
33081371,41992440,5
33081371,222656844,5
33081371,321090912,5
33081371,288784206,5
33081371,306590805,5
33081371,285045743,4
33081371,35916878,5
33081371,159692998,5
33081371,305010457,5
33081371,9656981,5
33081371,291728941,5
33081371,274753716,5
33081371,298430201,5
33081371,217605142,5
33081371,126752946,5
33081371,223291174,5
35270061,39310793,5
23170459,185409725,5
23170459,67124721,4
23170459,172498904,5
23170459,192017788,5
23170459,60999820,5
23170459,85038559,5
11361570,28840253,0
11361570,54134634,0
11361570,75149341,5
11361570,230870773,5
11361570,237165618,0
11361570,235812354,0
11361570,8099425,5
11361570,96239956,5
11361570,105053747,4
11361570,75882965,5
11361570,31693077,4
11361570,158671719,3
11361570,140180996,5
11361570,133987641,5
11361570,49967767,5
11361570,94885738,4
6008131,124169812,5
6008131,42914250,5
6008131,55874262,5
6008131,14996221,5
6008131,192799317,5
6008131,18291698,5
6008131,49907411,5
6008131,60734291,5
6008131,130750904,5
6008131,100593255,5
6008131,134609441,5
6008131,89773141,4
6008131,20784279,4
6008131,26218497,5
6008131,50370313,4
6008131,53626266,5
6008131,9817165,5
6008131,29988087,5
6008131,82062221,5
6008131,211236854,5
6008131,193687414,4
6008131,75079399,4
6008131,139768788,5
6008131,98374249,5
6008131,49010062,5
31397541,74985870,5
37890206,17185342,3
25552176,307220784,5
25552176,235569515,4
25552176,91772253,5
25552176,151663524,5
25552176,127042403,5
25552176,29148277,5
25552176,105905298,5
25552176,159642754,5
25552176,51207006,4
25552176,33000643,5
25552176,120521584,5
25552176,108651342,4
25552176,293788295,5
25552176,234973973,5
25552176,5473997,5
25552176,141318380,5
25552176,73889689,5
25552176,34545629,5
25552176,178933751,5
30216221,201912306,5
38881330,1435138,4
38881330,47889771,5
38881330,14233769,5
38881330,40949047,5
38881330,132895192,3
38881330,46688253,5
38881330,158277504,5
38881330,99597321,5
27581659,43051974,5
27581659,187519177,5
27581659,121636258,5
27581659,255641464,5
27581659,107464025,5
27581659,1693382,5
27581659,103621027,5
27581659,168249752,5
27581659,66574704,5
27581659,245962248,5
27581659,66716826,5
27581659,22881456,4
27581659,36002189,5
27581659,22824669,5
27581659,160118587,5
27581659,244537749,5
27581659,235990457,5
27581659,90544590,4
27581659,56234402,5
27581659,210233616,5
27581659,216960484,5
31660386,27998601,4
31660386,48659184,4
21370219,98089009,0
21370219,121021843,5
20658932,40107021,5
21969646,54742737,5
21969646,1691656,5
21969646,169750646,5
21285076,198337438,5
21285076,134397803,5
21285076,64591292,5
21285076,203466071,3
21285076,214884323,5
21285076,102871515,4
21285076,105778329,5
22720023,43307271,5
10048326,34878203,4
10048326,34808230,5
10048326,212149905,4
10048326,159579691,5
10048326,132123829,4
10048326,45908902,5
10048326,3475945,4
10048326,115860060,5
10048326,77155842,5
10048326,3072880,5
10048326,101613739,5
10048326,51568388,5
10048326,23549987,4
10048326,21552071,5
10048326,60295443,5
10048326,76478925,4
10048326,67125074,2
10048326,57208465,4
10048326,13049858,5
10048326,202406407,5
10048326,134238073,5
10048326,158272680,5
10048326,147476341,5
10048326,326974,5
11401363,105238453,5
11401363,2549879,5
11401363,325838270,3
11401363,184771375,5
11401363,21235618,4
11401363,179168621,4
11401363,271687803,4
11401363,28649521,5
11401363,3502659,5
11401363,36227725,5
11401363,37320391,5
11401363,2105670,5
11401363,24882453,3
11401363,84039095,5
11401363,59528441,4
11401363,282669622,5
11401363,251929155,4
11401363,51989403,3
11401363,136647135,3
11401363,75678002,5
11401363,156952549,4
11401363,110145122,5
11401363,54192596,5
7250688,69720442,4
7250688,68789751,5
7250688,63075532,5
7250688,50679282,4
7250688,7011468,4
7250688,38615767,5
7250688,41691587,1
7250688,59415440,5
32380365,208157826,5
10220897,112327034,5
10220897,18465844,4
30297200,65154634,5
30297200,122936653,5
30297200,11723277,5
30297200,209018571,5
30297200,43746736,3
30297200,136333971,5
30297200,19309362,4
32005899,141260404,5
32005899,124401995,5
32005899,64937494,5
32005899,33098378,5
32005899,186576308,4
32005899,250812300,5
32005899,249610808,5
32005899,247324139,5
32005899,47640212,5
32005899,225172255,5
30780151,145317068,4
34695033,257147351,5
18573100,23605506,5
18573100,12775046,5
18573100,48314266,5
18573100,241844123,5
18573100,232682149,5
18573100,95402272,5
18573100,139768788,5
29466769,229688859,5
40168295,139985683,4
40168295,18513902,5
40168295,21296591,5
29643307,44030600,5
29643307,78836459,5
29643307,64837866,5
29643307,189480404,5
29643307,19979720,5
29643307,47028140,5
29643307,27986402,5
29643307,67521455,5
29643307,244209398,0
29643307,35178794,5
29643307,25716664,0
29643307,3775296,0
29643307,36937230,4
29643307,206139513,5
29643307,196672693,5
29643307,272910775,4
29643307,111478876,5
29643307,239249377,5
29643307,223579740,5
29643307,154963617,5
29643307,121141692,5
29643307,187908311,5
29643307,106675599,3
22411504,24890505,5
22411504,56315522,4
22411504,190344375,5
22411504,195538316,4
22411504,22242858,5
22411504,133312407,5
22411504,237980812,5
22411504,159257088,5
22411504,43307271,5
22411504,217992044,5
22411504,208461378,4
22411504,211697654,5
22411504,30704061,5
22411504,57252706,4
16902819,32078541,5
16902819,27512149,5
16902819,54338355,2
16902819,131848845,5
16902819,31212333,4
16902819,184034409,5
16902819,95036107,5
16902819,17623700,4
16902819,976003,4
16902819,108685127,5
16902819,55220723,5
16902819,38422299,3
16902819,26415129,5
16902819,69119430,5
16902819,218697881,4
31627479,15304618,5
31627479,115998999,2
31627479,266281895,5
31627479,186723601,5
41789784,224277021,5
41789784,329602351,5
33027534,121632779,5
9634857,2495975,5
9634857,125365399,5
9634857,10729028,5
9634857,12433356,5
9634857,171035,4
9634857,19544601,5
9634857,42136533,5
9634857,25004532,5
9634857,268732023,5
9634857,195920817,5
9634857,34493242,5
9634857,188663115,5
9634857,153748244,5
9634857,136889896,5
9634857,182783418,5
9634857,57452448,5
9634857,120463903,4
9634857,15273634,5
9634857,84342208,4
9634857,51279695,5
9634857,133462944,5
9634857,58565166,5
9634857,54018745,5
9634857,32938411,5
9634857,70877634,5
9634857,109202246,5
9634857,103038214,5
9634857,47148484,5
9634857,38799500,5
9634857,8450710,5
9634857,9474324,5
9634857,81538892,5
9634857,40638071,5
9634857,12682359,5
9634857,38090196,4
9634857,76466475,5
9634857,485892,5
9634857,71252585,4
9634857,13052056,5
9634857,30623807,5
9634857,30623807,5
9634857,56612833,5
9634857,39099372,5
9634857,47242702,5
9634857,60341402,5
9634857,63144277,4
9634857,41748853,4
9634857,49754097,5
9634857,34967619,5
9634857,55522789,4
9634857,55522789,5
9634857,3063359,5
9634857,59391873,5
9634857,347720108,4
9634857,58713748,5
9634857,276443474,5
9634857,182549324,5
9634857,103063536,5
9634857,184737324,5
9634857,73466339,5
9634857,88841016,5
9634857,26508110,4
9634857,55246261,5
9634857,130984601,5
9634857,34782706,5
9634857,26130671,5
9634857,103386770,5
9634857,28208432,5
9634857,102451940,5
9634857,87568829,5
9634857,65884537,4
9634857,79032450,5
9634857,30624270,5
28467455,46900714,4
16173028,59791129,5
16173028,73849452,5
16173028,8158148,5
16173028,15150485,4
16173028,32420464,5
16173028,55818193,5
16173028,20634937,5
16173028,154057790,5
16173028,31241137,3
16173028,89063842,5
16173028,59275369,5
16173028,43466983,5
16173028,81382057,5
16173028,25526640,4
16173028,7807935,5
16173028,128615214,5
16173028,42358729,5
16173028,36616535,5
16173028,31794207,5
16173028,4706973,4
16173028,41133526,5
16173028,45126774,4
16173028,14716756,5
16173028,14579331,5
16173028,56717929,5
16173028,28600698,5
16173028,17749939,4
16173028,103274052,4
16173028,190529196,4
16173028,137783334,4
16173028,193627804,2
16173028,108223748,5
16173028,65693550,5
16173028,112377905,4
32343378,251503048,4
32343378,204134783,5
37481574,24384518,5
37481574,101196436,5
37481574,172833750,4
37481574,29152523,5
37481574,20007947,5
37481574,162980107,5
24233593,90622714,4
24233593,237159630,5
24233593,70590112,5
24233593,181184473,5
25629531,127163595,5
26879756,262348342,5
26879756,11673756,5
25341900,101785365,5
20235743,58239783,5
31361986,216006430,5
31361986,11923338,4
31361986,6141221,5
31361986,244018986,5
31361986,74688107,5
31361986,76509278,4
31361986,349122455,5
31361986,202399251,5
31361986,235331588,5
20256443,92284520,5
20256443,141846245,5
20256443,50092624,5
20256443,78210493,5
20256443,57095440,5
31627625,85092366,5
31627625,103961452,0
27012986,68986869,0
27012986,1326026,5
34164449,103179932,5
34164449,268703559,5
34164449,259725715,5
39638471,305362589,5
39638471,267281465,3
39638471,156857391,5
39638471,258263594,5
17910451,6572649,0
17910451,29783915,3
17910451,93169002,5
17910451,17985985,5
17910451,92756465,5
17910451,20935530,5
17910451,16030561,5
17910451,66261944,5
17910451,126301870,5
17910451,18810873,3
17910451,56045357,3
17910451,130563512,2
17910451,31387900,5
40096947,36267935,5
40096947,240799562,5
40096947,28719258,5
40096947,313319791,5
32009212,74396407,5
39513511,264452250,5
4279353,79980604,5
4279353,14484076,5
4279353,13323280,4
4279353,6249582,5
4279353,36317802,5
4279353,10854568,5
4279353,91022645,5
4279353,84442008,5
4279353,26280564,5
4279353,145091793,5
4279353,41343137,5
4279353,173104139,5
4279353,51350388,5
4279353,3085247,5
4279353,128230653,5
4279353,20546283,5
4279353,5115086,5
4279353,175206119,5
4279353,95075316,5
4279353,130408739,5
4279353,14701916,5
4279353,6021643,5
4279353,84312579,5
4279353,26449700,5
4279353,11486956,5
4279353,52353003,5
4279353,8127520,5
4279353,46730803,5
4279353,89783324,5
4279353,121011289,5
4279353,44235190,5
4279353,40984071,5
4279353,99134591,5
4279353,32152368,5
4279353,48803777,0
4279353,52406615,5
4279353,74375010,5
4279353,10660162,5
4279353,85612509,5
4279353,56404366,5
4279353,77673791,5
4279353,4188099,5
4279353,45645147,5
4279353,44301303,4
4279353,25043028,5
4279353,37977490,5
4279353,15034842,5
4279353,6315972,5
4279353,36895350,5
4279353,5725582,5
4279353,5804817,5
4279353,28952546,4
4279353,2506698,5
4279353,12271595,4
4279353,14247717,5
4279353,187377868,5
4279353,110428619,5
4279353,39199853,5
4279353,50815011,5
4279353,19363002,5
38221034,294223012,5
38221034,42479674,5
38221034,287673087,5
21211618,176520854,4
21211618,165170431,5
21211618,29012162,5
2392730,2551518,5
2392730,9328938,5
2392730,23188019,5
2392730,9328938,5
2392730,15282759,5
2392730,2173435,5
2392730,18700269,4
2392730,6081244,5
2392730,28544208,4
2392730,33167774,5
2392730,20419769,5
2392730,6219193,0
2392730,3952630,5
2392730,17078824,5
2392730,95622175,5
2392730,46187558,4
2392730,29602584,5
38198407,107237291,0
39784655,297573136,5
6614879,29367670,4
6614879,12166651,0
6614879,26410589,5
6614879,44022926,5
6614879,70273413,5
6614879,15984800,5
6614879,21268779,4
6614879,964189,5
6614879,48618318,2
6614879,68084294,5
6614879,2945344,5
6614879,15212645,3
6614879,26497299,4
6614879,21957116,5
6614879,32712968,4
6614879,10122948,5
24287585,187061163,5
24287585,90593585,5
22592709,114098613,5
21297371,76651921,3
21297371,47806561,5
21297371,22058729,5
21297371,14293763,4
21297371,177287277,4
21297371,111338540,5
21297371,106382282,5
21297371,61229404,4
21297371,236210028,2
21297371,178933751,5
21297371,179729665,5
31660340,288825853,5
31660340,48382130,5
22824672,164970914,5
22818900,65154634,5
22818900,85434688,4
22818900,25685711,5
22818900,5575851,5
22818900,150359874,4
27529706,78991220,5
29112651,99023076,5
27155031,5763352,5
34547319,108313998,4
16900408,1604588,4
16900408,1007667,4
16900408,80884846,5
16900408,51057814,5
21763261,188999066,5
21763261,61275227,3
25461218,27074752,0
25461218,43300393,4
29016345,75405025,4
18005153,9384462,5
18005153,124516622,5
27502123,105171324,5
22037402,121605025,5
22037402,220103954,4
30677517,303190760,5
30677517,33490626,4
30677517,243797664,4
21386749,207814375,3
21386749,34085334,5
21386749,171789204,5
20117030,98610914,5
20667284,97717031,5
8962240,31020290,5
8962240,26799981,5
8962240,141838532,5
8962240,13352461,5
8962240,188619650,5
8962240,4304398,5
8962240,56122325,5
8962240,26602481,5
8962240,15254710,4
8962240,5015431,5
8962240,23584205,5
8962240,28071268,3
8962240,26101545,5
8962240,52460282,5
8962240,142756,5
8962240,39192933,3
8962240,28460738,5
8962240,18212475,4
8962240,9543376,4
8962240,148830235,5
8962240,31156107,5
8962240,502659,5
8962240,134060564,0
8962240,1624604,5
8962240,6622729,5
8962240,4980835,5
8962240,20446792,5
8962240,18195310,4
8962240,10023154,5
8962240,16688828,5
8962240,7822890,5
8962240,28829825,5
8962240,21530682,5
8962240,28841401,5
8962240,23267777,5
8962240,67748576,5
8962240,367973,5
8962240,2007866,5
8962240,88050011,5
8962240,29096498,5
8962240,50483063,5
8962240,24561224,5
8962240,910145,5
8962240,5508738,3
8962240,142004462,5
8962240,20161095,5
8962240,112054120,5
8962240,5065435,5
8962240,240522218,5
8962240,1909714,5
8962240,31681106,5
8962240,3620864,5
8962240,165358370,5
8962240,7235750,5
8962240,42547425,4
8962240,169935097,5
8962240,187144834,5
8962240,7361427,5
8962240,16314969,5
8962240,152882579,5
8962240,116781971,5
8962240,7629262,5
8962240,186730563,3
8962240,1244934,5
8962240,183035393,5
8962240,10446558,5
8962240,45716821,5
8962240,1562630,5
8962240,20072853,5
8962240,143485871,4
8962240,97004315,5
8962240,41134612,5
8962240,5324964,5
8962240,18252701,5
8962240,168856302,5
8962240,32556009,5
8962240,86100116,5
8962240,152628664,5
8962240,120442728,5
8962240,156526914,5
8962240,43178185,4
8962240,146826956,5
8962240,10557489,5
8962240,108322395,5
8962240,85132742,5
8962240,20984483,5
8962240,150940680,4
8962240,4259085,5
8962240,10842986,5
8962240,134971657,5
8962240,60698760,5
